"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"31","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"32","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"33","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"34","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"35","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"36","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"37","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"38","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"39","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"40","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"41","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"42","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"43","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"44","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"45","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"46","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"47","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"48","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"49","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"50","Brazil","BRA",59.7,2.06,0.853033443960524,9.8614012186234,-12.2625029738472,3.10846159202859,0,0.207230772801907,288.914,9.88,10,10,20210510,NA,49.84,NA,12.5,NA,55.18,NA,NA,4.64,8.75,3.5,NA,"400.6","High","52","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","13.2 %","Medium","4.6 %","Medium","Partially open","Medium","NO DATA",NA,"-56.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-5.25%","Medium","3.2","Medium","0.0","Low","4.5","Medium","NO DATA",NA,"High","High",3.75,10,0
"51","Barbados","BRB",31.9,7.62,0.360333685250637,2.50215775769688,0.01,0.01,0.000666666666667481,0.000666666666667481,37.781,0.497,1.51124,0.994,20210510,73.23,73.23,50,50,76.55,76.55,1,1,1.04153846153846,5,4,NA,"31.3","Medium","41","Medium","Quarantine arrivals from high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","4.1 %","Low","16.1 %","Medium","3.7 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",5,0,0
